,ID,name,age,sex,breed,date_found,adoptable_from,posted,color,coat,size,neutered,likes_people,keep_in,prob_likes,labels,age_interval
0,23807,0,0.25,female,Unknown Mix,2019-12-10,2019-12-11,2019-12-11,red,short,small,no,no,unknow,0.22557068843560085,2,Puppy
1,533,0,0.17,female,Unknown Mix,2019-12-01,2019-12-01,2019-12-09,black and white,short,small,no,yes,unknow,0.34905080948834455,2,Puppy
2,23793,1,4.0,male,Unknown Mix,2019-12-08,2019-12-23,2019-12-08,saddle back,short,medium,no,no,unknow,0.07466603050868122,1,Young
3,23795,1,1.0,male,Unknown Mix,2019-12-08,2019-12-23,2019-12-08,yellow-brown,medium,medium,no,no,unknow,0.025192044689326017,1,Puppy
4,23806,0,2.0,female,French Bulldog Mix,2019-12-10,2019-12-11,2019-12-11,black,short,small,no,no,unknow,0.5364136836368186,3,Puppy
5,23801,0,4.25,male,Unknown Mix,2019-12-09,2019-12-24,2019-12-09,yellow-brown,short,small,yes,no,unknow,0.02485413926549002,1,Young
6,534,0,0.17,male,Unknown Mix,2019-12-01,2019-12-01,2019-12-09,brown,short,small,no,yes,unknow,0.4123236422940359,3,Puppy
7,23805,1,0.17,female,Unknown Mix,2019-12-10,2019-12-25,2019-12-11,gray and white,short,medium,no,no,unknow,0.07829889037773977,1,Puppy
8,23809,1,0.17,female,Unknown Mix,2019-12-11,2019-12-26,2019-12-12,black,medium,medium,no,no,unknow,0.04994689196046106,1,Puppy
9,1801,0,0.17,female,Unknown Mix,2019-12-10,2019-12-10,2019-12-11,brown and white,short,small,no,yes,flat,0.9900865623850748,10,Puppy
10,1222,0,3.67,male,Vizsla Mix,2019-10-25,2019-10-25,2019-12-12,red,short,medium,yes,no,unknow,0.08547150020602683,1,Young
11,23792,1,1.0,male,Unknown Mix,2019-12-08,2019-12-23,2019-12-08,saddle back,medium,medium,no,no,unknow,0.05195564119889117,1,Puppy
12,23797,1,5.0,female,Unknown Mix,2019-12-08,2019-12-23,2019-12-08,brown,long,small,no,no,unknow,0.008718111505768428,1,Young
13,1800,0,0.17,male,Unknown Mix,2019-12-10,2019-12-10,2019-12-11,tricolor,short,small,no,yes,flat,0.9904130240697315,10,Puppy
14,532,0,1.5,male,"Bull Terrier, Dachshund Mix",2019-12-01,2019-12-01,2019-12-09,brown and white,short,medium,yes,yes,unknow,0.6305144030172765,3,Puppy
15,23796,1,8.0,male,Unknown Mix,2019-12-08,2019-12-23,2019-12-08,black,medium,medium,no,no,unknow,0.035525997991683954,1,Young
16,1802,0,0.17,female,Unknown Mix,2019-12-10,2019-12-10,2019-12-11,tricolor,short,small,no,yes,flat,0.9842514523874483,10,Puppy
17,1799,0,0.83,male,Unknown Mix,2019-12-05,2019-12-05,2019-12-09,black,wirehaired,small,yes,yes,both flat and garden,0.9232649524148531,5,Puppy
18,23794,1,1.0,male,Unknown Mix,2019-12-08,2019-12-23,2019-12-08,yellow-brown,medium,medium,no,no,unknow,0.025192044689326017,1,Puppy
19,1393,0,0.5,male,Unknown Mix,2019-12-08,2019-12-10,2019-12-10,spotty,medium,small,yes,no,unknow,0.03852822964813484,1,Puppy
20,23788,0,7.58,female,Kuvasz,2019-12-01,2019-12-16,2019-12-08,white,medium,large,yes,no,unknow,0.6760731689595585,3,Young
21,4492,0,1.0,male,Unknown Mix,2019-11-25,2019-11-25,2019-12-07,black,medium,medium,unknow,yes,both flat and garden,0.9545435489716662,7,Puppy
22,4484,0,0.17,female,Unknown Mix,2019-11-27,2019-11-27,2019-12-07,apricot,short,small,unknow,yes,both flat and garden,0.976157013029499,9,Puppy
23,23787,1,0.67,female,Unknown Mix,2019-12-07,2019-12-22,2019-12-07,yellow-brown,wirehaired,medium,no,no,unknow,0.04723357132150418,1,Puppy
24,4487,0,0.58,female,Unknown Mix,2019-12-03,2019-12-03,2019-12-07,black,short,small,unknow,yes,both flat and garden,0.9869488624910245,10,Puppy
25,4491,0,5.0,female,Chinese Shar-Pei Mix,2019-11-28,2019-11-28,2019-12-07,black and brown,short,medium,unknow,yes,both flat and garden,0.9633615910068568,7,Young
26,4486,0,0.15,female,Staffordshire Terrier Mix,2019-12-01,2019-12-01,2019-12-07,brown and white,short,medium,unknow,yes,both flat and garden,0.9736489498966725,8,Puppy
27,4488,0,0.42,female,German Shepherd Dog Mix,2019-12-01,2019-12-01,2019-12-07,black and brown,short,medium,unknow,yes,both flat and garden,0.9741672584987543,8,Puppy
28,23790,1,6.0,male,Unknown Mix,2019-12-08,2019-12-23,2019-12-08,saddle back,medium,medium,no,no,unknow,0.08236659607379813,1,Young
29,1798,0,2.42,male,Hungarian Vizsla,2019-12-07,2019-12-07,2019-12-07,brown,short,medium,no,yes,both flat and garden,0.989435102446063,10,Puppy
30,4489,0,1.0,male,"Komondor, Puli Mix",2019-11-27,2019-11-27,2019-12-07,golden,medium,medium,unknow,yes,both flat and garden,0.9869433325669054,10,Puppy
31,23784,1,0.58,male,"Bull Terrier, Staffordshire Terrier Mix",2019-12-06,2019-12-21,2019-12-07,striped,short,medium,no,no,unknow,0.06733899864018156,1,Puppy
32,23789,1,0.33,male,Unknown Mix,2019-12-08,2019-12-23,2019-12-08,black,short,small,no,no,unknow,0.042871038649683564,1,Puppy
33,4490,0,1.0,male,Unknown Mix,2019-11-22,2019-11-22,2019-12-07,brown,medium,large,unknow,yes,both flat and garden,0.9482159778664854,6,Puppy
34,4485,0,0.15,female,Staffordshire Terrier Mix,2019-12-01,2019-12-01,2019-12-07,striped,short,medium,unknow,yes,both flat and garden,0.9785920612875783,9,Puppy
35,1795,0,1.0,male,Fox Terrier Mix,2019-12-07,2019-12-07,2019-12-07,black and white,wirehaired,small,yes,yes,both flat and garden,0.946537505047771,6,Puppy
36,1797,0,2.0,male,Unknown Mix,2019-12-05,2019-12-05,2019-12-07,yellow,short,medium,no,yes,both flat and garden,0.9724900998856296,8,Puppy
37,4483,0,0.67,male,Unknown Mix,2019-12-03,2019-12-03,2019-12-07,apricot,short,small,unknow,yes,both flat and garden,0.9792251775088848,9,Puppy
38,1796,0,1.0,male,Fox Terrier Mix,2019-12-07,2019-12-07,2019-12-07,brown and white,wirehaired,small,yes,yes,both flat and garden,0.9766584561776702,9,Puppy
39,23791,1,4.0,male,Unknown Mix,2019-12-08,2019-12-23,2019-12-08,yellow-brown,medium,medium,no,no,unknow,0.0319759101763624,1,Young
40,23778,0,8.0,male,Unknown Mix,2019-12-02,2019-12-17,2019-12-02,wild boar,short,small,no,no,unknow,0.12671411288643886,1,Young
41,1048,0,9.25,female,Afghan Hound,2019-12-01,2019-12-04,2019-12-03,brown,long,medium,yes,yes,flat,0.9497304091329987,6,Middle_age
42,2138,0,0.5,male,Unknown Mix,2019-11-04,2019-11-04,2019-11-29,brown,wirehaired,medium,yes,no,unknow,0.10344254859247286,1,Puppy
43,1793,0,1.42,male,Unknown Mix,2019-12-03,2019-12-03,2019-12-05,brown and white,short,medium,no,yes,both flat and garden,0.9883583233582327,10,Puppy
44,23777,1,0.25,male,Unknown Mix,2019-12-02,2019-12-17,2019-12-02,black and tan,wirehaired,small,no,no,unknow,0.023543982190726752,1,Puppy
45,2137,0,0.5,male,Unknown Mix,2019-11-04,2019-11-04,2019-11-29,tricolor,medium,medium,yes,no,unknow,0.13533758420101313,1,Puppy
46,2154,0,6.5,male,Unknown Mix,2019-10-07,2019-10-07,2019-12-05,black,short,medium,yes,no,unknow,0.1309882910181336,1,Young
47,23780,1,0.25,female,Unknown Mix,2019-12-04,2019-12-19,2019-12-04,saddle back,medium,medium,no,no,unknow,0.04946575434863822,1,Puppy
48,1049,0,8.42,female,American Bulldog,2019-12-01,2019-12-04,2019-12-03,striped,short,medium,yes,yes,both flat and garden,0.9729448716597289,8,Young
49,2153,0,3.5,female,Unknown Mix,2019-10-07,2019-10-07,2019-12-05,brown,short,medium,yes,no,unknow,0.1436195952502836,2,Young
50,530,0,0.17,male,Beagle Mix,2019-11-01,2019-11-01,2019-11-30,black and brown,short,medium,no,yes,unknow,0.8300517517338355,4,Puppy
51,2136,0,0.5,female,Unknown Mix,2019-11-04,2019-11-04,2019-11-29,brown,short,medium,yes,no,unknow,0.13637032094975435,1,Puppy
52,531,0,0.17,female,Beagle Mix,2019-11-01,2019-11-01,2019-11-30,brown and white,short,medium,no,yes,unknow,0.560107967141241,3,Puppy
53,23774,1,1.58,male,Unknown Mix,2019-12-01,2019-12-16,2019-12-01,yellow-brown,wirehaired,small,no,no,unknow,0.017093462705625208,1,Puppy
54,1794,0,1.42,male,"Hungarian Vizsla, Staffordshire Terrier Mix",2019-12-05,2019-12-05,2019-12-05,brown,short,medium,no,yes,both flat and garden,0.9866439306309692,10,Puppy
55,1792,0,1.42,male,Terrier Mix,2019-12-01,2019-12-01,2019-12-01,yellow-brown,medium,small,no,yes,both flat and garden,0.9783443056128531,9,Puppy
56,7927,0,0.17,male,Unknown Mix,2019-12-05,2019-12-06,2019-12-05,black and brown,short,small,no,no,unknow,0.22453039732845934,2,Puppy
57,2152,0,2.33,female,Unknown Mix,2019-10-07,2019-10-07,2019-12-05,brown,short,medium,yes,no,unknow,0.11196818573624322,1,Puppy
58,1047,0,9.17,male,Hungarian Greyhound,2019-12-01,2019-12-04,2019-12-03,brown and white,short,large,yes,yes,flat,0.9753097882102284,9,Middle_age
59,23776,1,1.58,male,Unknown Mix,2019-12-01,2019-12-16,2019-12-01,yellow-brown,wirehaired,small,no,no,unknow,0.017093462705625208,1,Puppy
60,1046,0,0.5,female,Greyhound Mix,2019-11-27,2019-11-30,2019-11-27,yellow,short,medium,unknow,no,flat,0.4315655658049865,3,Puppy
61,4481,0,0.42,female,Unknown Mix,2019-11-28,2019-11-28,2019-11-28,black and brown,short,small,unknow,yes,both flat and garden,0.9772016859914203,9,Puppy
62,1791,0,1.0,male,Staffordshire Terrier Mix,2019-11-28,2019-11-28,2019-11-28,brown,short,medium,no,yes,both flat and garden,0.9772801900606668,9,Puppy
63,1787,0,0.25,male,"German Shepherd Dog, Staffordshire Terrier Mix",2019-11-24,2019-11-24,2019-11-25,yellow-brown,short,medium,no,yes,both flat and garden,0.989414950282353,10,Puppy
64,23757,0,0.17,male,Unknown Mix,2019-11-27,2019-12-12,2019-11-27,yellow-brown,short,small,no,no,unknow,0.05434396130589083,1,Puppy
65,23756,0,6.0,male,Unknown Mix,2019-11-26,2019-12-11,2019-11-26,yellow-brown,short,medium,no,no,unknow,0.39305404073824063,3,Young
66,4482,0,0.58,female,Unknown Mix,2019-11-15,2019-11-15,2019-11-28,apricot,short,medium,unknow,yes,both flat and garden,0.968198311113268,8,Puppy
67,1041,0,2.0,female,"English Greyhound, Spanish Greyhound Mix",2019-11-17,2019-11-18,2019-11-25,yellow,short,medium,yes,yes,flat,0.9825035982347914,10,Puppy
68,1042,0,2.0,male,Greyhound Mix,2019-11-17,2019-11-18,2019-11-25,black and white,short,medium,yes,no,both flat and garden,0.6757559266875025,3,Puppy
69,4480,0,0.33,female,Unknown Mix,2019-11-25,2019-11-25,2019-11-28,black,short,medium,unknow,yes,both flat and garden,0.9723246294886738,8,Puppy
70,1220,0,2.92,male,Dachshund Mix,2019-09-20,2019-09-20,2019-11-25,wild boar,short,medium,yes,yes,flat,0.9724498037597891,8,Young
71,1044,0,1.0,male,Greyhound Mix,2019-11-17,2019-11-18,2019-11-25,yellow,short,medium,unknow,yes,flat,0.8851346224587449,5,Puppy
72,1045,0,0.5,male,Greyhound Mix,2019-11-26,2019-11-30,2019-11-27,striped,short,medium,unknow,no,flat,0.6622043719434056,3,Puppy
73,23761,1,2.0,male,Unknown Mix,2019-11-27,2019-12-08,2019-11-28,black,long,medium,no,no,unknow,0.03788168432316803,1,Puppy
74,1043,0,2.0,female,Greyhound Mix,2019-11-17,2019-11-17,2019-11-25,spotty,short,medium,yes,no,unknow,0.07635244517694907,1,Puppy
75,23762,1,4.0,male,Unknown Mix,2019-11-27,2019-12-08,2019-11-28,black,medium,medium,no,no,unknow,0.02253845397852451,1,Young
76,1788,0,1.0,male,Terrier Mix,2019-11-26,2019-11-26,2019-11-27,black and white,short,small,no,yes,both flat and garden,0.958987941492713,7,Puppy
77,1790,0,4.0,male,Fox Terrier Mix,2019-11-26,2019-11-26,2019-11-28,black and white,short,small,no,yes,both flat and garden,0.9856502045095854,10,Young
78,1789,0,1.42,female,Unknown Mix,2019-11-26,2019-11-26,2019-11-27,black and brown,medium,small,no,yes,both flat and garden,0.9705324486774317,8,Puppy
79,2135,0,0.5,female,Unknown Mix,2019-11-04,2019-11-04,2019-11-29,black and tan,wirehaired,small,yes,no,unknow,0.044493908052794635,1,Puppy
80,4475,0,1.25,male,Unknown Mix,2019-11-09,2019-11-09,2019-11-17,black,short,medium,unknow,yes,both flat and garden,0.9751733434226982,9,Puppy
81,4476,0,1.25,male,Unknown Mix,2019-11-09,2019-11-09,2019-11-17,black,short,medium,unknow,yes,both flat and garden,0.9751733434226982,9,Puppy
82,1082,0,3.08,female,Unknown Mix,2019-05-10,2019-05-10,2019-11-21,black and white,short,medium,yes,yes,both flat and garden,0.9384017663384275,6,Young
83,23746,1,0.25,female,Unknown Mix,2019-11-21,2019-12-06,2019-11-21,gray and white,short,medium,no,no,unknow,0.08108364312241267,1,Puppy
84,23751,0,1.0,male,Unknown Mix,2019-11-22,2019-11-22,2019-11-22,yellow-brown,short,medium,yes,no,unknow,0.05791437007206291,1,Puppy
85,1039,0,1.58,male,Greyhound Mix,2019-10-18,2019-11-20,2019-11-19,black and white,short,medium,yes,yes,both flat and garden,0.7770623886111209,4,Puppy
86,23754,1,1.0,male,Staffordshire Terrier Mix,2019-11-25,2019-12-10,2019-11-25,black and white,short,medium,unknow,no,unknow,0.03175124537176402,1,Puppy
87,23745,0,5.0,male,Unknown Mix,2019-11-21,2019-11-21,2019-11-21,striped,short,medium,yes,no,unknow,0.046784189486094696,1,Young
88,4479,0,0.5,male,Unknown Mix,2019-11-11,2019-11-11,2019-11-17,white,short,small,unknow,yes,both flat and garden,0.9926398570020123,10,Puppy
89,1083,0,5.58,female,Unknown Mix,2019-08-10,2019-08-10,2019-11-21,yellow-brown,short,medium,yes,yes,both flat and garden,0.9610447739852662,7,Young
90,4477,0,0.17,male,Unknown Mix,2019-11-12,2019-11-12,2019-11-17,apricot,short,small,unknow,yes,both flat and garden,0.9815360470557924,9,Puppy
91,3,0,2.42,male,"Dachshund, Fox Terrier Mix",2019-06-12,2019-06-12,2019-11-24,apricot,short,medium,yes,yes,both flat and garden,0.987602546873386,10,Puppy
92,1785,0,0.33,female,"Chinese Shar-Pei, Dachshund Mix",2019-11-18,2019-11-18,2019-11-19,apricot,short,medium,unknow,yes,both flat and garden,0.9842714946711179,10,Puppy
93,1085,0,0.58,male,Unknown Mix,2019-05-15,2019-05-15,2019-11-21,tricolor,short,medium,yes,yes,both flat and garden,0.9768089968568843,9,Puppy
94,1086,0,1.25,male,Unknown Mix,2019-02-14,2019-02-14,2019-11-21,gray and black,medium,small,yes,yes,both flat and garden,0.9698125941162775,8,Puppy
95,4478,0,3.08,female,Unknown Mix,2019-10-31,2019-10-31,2019-11-17,black and white,short,small,unknow,yes,both flat and garden,0.9614875047338022,7,Young
96,529,0,0.17,female,Staffordshire Terrier,2019-10-01,2019-10-01,2019-11-24,golden,short,medium,yes,yes,unknow,0.5459896337451667,3,Puppy
97,1786,0,0.75,male,Bull Terrier Mix,2019-11-17,2019-11-25,2019-11-24,striped,short,medium,unknow,yes,flat,0.9913859629570111,10,Puppy
98,1783,0,7.0,female,Fox Terrier Mix,2019-11-18,2019-11-18,2019-11-19,black and white,wirehaired,small,no,yes,both flat and garden,0.9538290879840218,6,Young
99,23752,1,0.25,male,Unknown Mix,2019-11-24,2019-12-09,2019-11-25,striped,short,medium,unknow,no,unknow,0.10662058274795208,1,Puppy
100,23736,0,9.33,female,German Shepherd Dog Mix,2019-11-14,2019-11-29,2019-11-14,saddle back,medium,large,no,no,unknow,0.21238173023108722,2,Middle_age
101,23730,0,13.08,female,German Shepherd Dog Mix,2019-11-13,2019-11-28,2019-11-14,sable,medium,large,yes,no,unknow,0.1309231410787525,1,Old
102,23731,1,5.0,male,Unknown Mix,2019-11-14,2019-11-29,2019-11-14,black and white,short,large,yes,no,unknow,0.016713722715272907,1,Young
103,23735,1,1.0,male,Unknown Mix,2019-10-26,2019-11-10,2019-11-14,yellow-brown,short,small,no,no,unknow,0.012374007150574596,1,Puppy
104,1775,0,1.25,male,"Beagle, Hound Mix",2019-11-12,2019-11-12,2019-11-12,tricolor,short,medium,no,yes,both flat and garden,0.9890461012234019,10,Puppy
105,3521,0,7.58,female,Unknown Mix,2013-04-17,2013-04-17,2019-11-13,black,wirehaired,medium,yes,no,garden,0.7627396832274536,4,Young
106,1037,0,10.75,male,Greyhound Mix,2019-11-06,2019-11-06,2019-11-14,spotty,short,medium,yes,yes,flat,0.9587511781601122,7,Middle_age
107,23733,1,3.0,male,Unknown Mix,2019-10-26,2019-11-10,2019-11-14,yellow-brown,short,small,no,no,unknow,0.006238649132190572,1,Young
108,3519,0,8.33,male,Unknown Mix,2012-08-25,2012-08-25,2019-11-13,black,wirehaired,large,yes,no,garden,0.46317494522623587,3,Young
109,23739,0,8.0,female,Unknown Mix,2019-11-16,2019-12-01,2019-11-16,yellow-brown,short,large,no,no,unknow,0.3172463621623662,2,Young
110,23738,0,5.5,female,Unknown Mix,2019-11-16,2019-12-01,2019-11-16,striped,short,large,no,no,unknow,0.2048298110885633,2,Young
111,1038,0,1.0,male,Greyhound Mix,2019-09-09,2019-11-10,2019-11-14,black,short,medium,yes,no,unknow,0.032850807307582226,1,Puppy
112,3518,0,9.67,male,Terrier Mix,2013-04-17,2013-04-17,2019-11-13,yellow-brown,wirehaired,medium,unknow,no,garden,0.37558221917887197,3,Middle_age
113,3516,0,1.08,female,Unknown Mix,2019-11-11,2019-12-14,2019-11-13,black,short,medium,unknow,yes,garden,0.9186812298934899,5,Puppy
114,3520,0,12.67,male,Unknown Mix,2009-03-01,2009-03-01,2019-11-13,white,long,large,unknow,no,unknow,0.11401762133813079,1,Old
115,1778,0,0.42,female,"Dachshund, German Shepherd Dog Mix",2019-11-11,2019-11-11,2019-11-12,black,short,small,no,yes,both flat and garden,0.9553718565018475,7,Puppy
116,1390,0,4.25,male,Unknown Mix,2018-03-16,2018-03-16,2019-11-14,apricot,short,large,yes,yes,both flat and garden,0.9505889651643399,6,Young
117,1781,0,1.17,male,Staffordshire Terrier Mix,2019-11-12,2019-11-12,2019-11-12,striped,short,medium,yes,yes,both flat and garden,0.9885161070837726,10,Puppy
118,1388,0,0.17,female,Unknown Mix,2019-09-20,2019-09-20,2019-11-14,black,short,medium,unknow,yes,both flat and garden,0.9741868554248558,8,Puppy
119,23734,1,2.0,male,Unknown Mix,2019-10-26,2019-11-10,2019-11-14,yellow-brown,short,small,no,no,unknow,0.0064682319752152025,1,Puppy
120,23719,1,6.08,male,Staffordshire Terrier Mix,2019-11-06,2019-11-21,2019-11-06,brown and white,short,medium,no,no,unknow,0.08673726941691952,1,Young
121,2123,0,6.5,male,Unknown Mix,2019-10-07,2019-10-07,2019-11-02,black,short,medium,yes,no,unknow,0.1309882910181336,1,Young
122,23717,0,1.08,female,German Shepherd Dog Mix,2019-11-06,2019-11-21,2019-11-06,saddle back,medium,medium,no,no,unknow,0.15596315187452559,2,Puppy
123,2127,0,7.33,male,Unknown Mix,2019-10-07,2019-10-07,2019-11-02,brown,short,large,unknow,no,unknow,0.3043444283337754,2,Young
124,2124,0,3.5,female,Cane Corso Mix,2019-10-07,2019-10-07,2019-11-02,brown,short,large,yes,no,unknow,0.11165293106828636,1,Young
125,312,0,0.5,male,Jagd Terrier Mix,2019-11-01,2019-11-01,2019-11-02,black and tan,short,medium,unknow,yes,both flat and garden,0.9755963071854935,9,Puppy
126,4472,0,0.5,female,Unknown Mix,2019-10-31,2019-10-31,2019-11-06,white,short,small,unknow,yes,both flat and garden,0.9855723847083492,10,Puppy
127,1773,0,1.33,male,Unknown Mix,2019-11-11,2019-11-11,2019-11-11,black,short,small,yes,yes,both flat and garden,0.9745949407923877,8,Puppy
128,1036,0,2.25,male,Whippet Mix,2019-11-01,2019-11-02,2019-11-10,spotty,short,medium,yes,no,flat,0.5400245382004409,3,Puppy
129,3512,0,1.42,female,Unknown Mix,2019-11-02,2019-12-14,2019-11-05,black and brown,short,small,unknow,yes,garden,0.8634790042739774,4,Puppy
130,4470,0,0.5,male,Unknown Mix,2019-10-31,2019-10-31,2019-11-06,black and brown,short,small,unknow,yes,both flat and garden,0.9817801563191344,9,Puppy
131,2125,0,2.33,female,Unknown Mix,2019-10-07,2019-10-07,2019-11-02,brown,short,medium,yes,no,unknow,0.11196818573624322,1,Puppy
132,2129,0,1.58,male,Unknown Mix,2019-10-07,2019-10-07,2019-11-06,brown,short,large,yes,no,unknow,0.026207887384209372,1,Puppy
133,1774,0,3.25,male,Norfolk Terrier Mix,2019-11-11,2019-11-11,2019-11-11,brown and white,short,small,yes,yes,both flat and garden,0.979590919812472,9,Young
134,4473,0,0.75,female,Unknown Mix,2019-10-06,2019-10-06,2019-11-06,brown,short,small,unknow,yes,both flat and garden,0.9610836537732927,7,Puppy
135,4474,0,1.58,female,Unknown Mix,2019-10-31,2019-10-31,2019-11-06,apricot,medium,small,unknow,yes,both flat and garden,0.9703987461043178,8,Puppy
136,23711,0,2.58,female,Unknown Mix,2019-11-02,2019-11-02,2019-11-02,brown and white,short,medium,yes,no,unknow,0.13643246906783263,1,Puppy
137,1035,0,1.17,male,Greyhound Mix,2019-11-05,2019-11-06,2019-11-05,spotty,short,medium,yes,yes,flat,0.930143754335567,5,Puppy
138,4469,0,0.67,male,Unknown Mix,2019-10-31,2019-10-31,2019-11-06,apricot,short,medium,unknow,yes,both flat and garden,0.9644528900759906,7,Puppy
139,4468,0,0.15,male,Unknown Mix,2019-10-24,2019-10-24,2019-11-06,black and brown,medium,medium,unknow,yes,both flat and garden,0.7463823511578404,4,Puppy
140,3505,0,2.17,female,Dalmatian Mix,2019-10-14,2020-01-01,2019-10-20,white,short,medium,unknow,no,garden,0.9709361653988394,8,Puppy
141,1755,0,0.25,male,Unknown Mix,2019-09-19,2019-11-01,2019-10-21,white,short,medium,no,yes,both flat and garden,0.9888765296758117,10,Puppy
142,1033,0,11.08,female,Greyhound Mix,2019-08-31,2019-09-03,2019-10-26,yellow,short,medium,yes,yes,flat,0.9410416936843863,6,Old
143,3506,0,3.17,female,Unknown Mix,2019-10-14,2019-11-16,2019-10-20,striped,short,medium,yes,yes,both flat and garden,0.9823777761468309,10,Young
144,1757,0,0.25,male,Unknown Mix,2019-09-19,2019-09-19,2019-10-21,brown,short,medium,no,yes,both flat and garden,0.9829824356629798,10,Puppy
145,1758,0,4.08,female,Bull Terrier Mix,2019-10-01,2019-10-01,2019-10-22,striped,short,small,no,yes,both flat and garden,0.9793619799378619,9,Young
146,1034,0,0.92,male,Greyhound Mix,2019-10-29,2019-10-30,2019-10-29,white,short,medium,yes,yes,flat,0.9513714677623718,6,Puppy
147,4464,0,0.67,female,Unknown Mix,2019-10-25,2019-10-25,2019-10-27,black,short,small,unknow,yes,both flat and garden,0.9870519063251785,10,Puppy
148,1028,0,0.5,male,Greyhound Mix,2019-10-21,2019-11-15,2019-10-23,black and white,short,medium,yes,yes,flat,0.9075686090190309,5,Puppy
149,2106,0,6.5,male,Unknown Mix,2019-10-07,2019-10-07,2019-10-27,black,short,medium,yes,no,unknow,0.1309882910181336,1,Young
150,23692,0,1.08,male,Unknown Mix,2019-10-25,2019-10-25,2019-10-26,gray and black,wirehaired,large,no,no,unknow,0.07637768775090316,1,Puppy
151,139,0,3.08,male,Border Collie Mix,2019-09-10,2019-09-10,2019-10-28,black and white,medium,medium,unknow,yes,unknow,0.41576831162480554,3,Young
152,4462,0,5.08,male,Unknown Mix,2019-10-20,2019-10-20,2019-10-27,apricot,short,small,unknow,yes,both flat and garden,0.9764255564483536,9,Young
153,1762,0,11.08,female,Puli Mix,2019-04-15,2019-04-15,2019-10-23,black,long,medium,yes,yes,flat,0.9507075527028731,6,Old
154,4465,0,0.67,male,Unknown Mix,2019-10-22,2019-10-22,2019-10-27,black and brown,medium,small,unknow,yes,both flat and garden,0.9723404885701159,8,Puppy
155,1759,0,9.08,male,Unknown Mix,2019-06-30,2019-07-30,2019-10-23,yellow-brown,long,medium,yes,yes,both flat and garden,0.9643230085128339,7,Middle_age
156,1760,0,6.25,female,Unknown Mix,2019-07-27,2019-09-01,2019-10-23,black and white,short,small,yes,yes,flat,0.9763002578832192,9,Young
157,3504,0,1.17,female,Terrier Mix,2019-10-11,2019-11-16,2019-10-20,black and brown,wirehaired,medium,unknow,yes,both flat and garden,0.8708526981797846,4,Puppy
158,1764,0,12.08,male,Unknown Mix,2019-10-22,2019-10-22,2019-10-30,gray and black,wirehaired,medium,no,yes,both flat and garden,0.5431700480009163,3,Old
159,4463,0,0.67,male,Unknown Mix,2019-10-25,2019-10-25,2019-10-27,black,short,small,unknow,yes,both flat and garden,0.9833134699211646,10,Puppy
160,4453,0,1.08,male,Unknown Mix,2019-10-18,2019-10-18,2019-10-18,black and white,long,medium,unknow,yes,both flat and garden,0.9330162796571811,5,Puppy
161,2865,0,7.17,female,Labrador Retriever,2019-05-01,2019-05-01,2019-10-11,yellow,short,large,unknow,no,unknow,0.10296315963563889,1,Young
162,1025,0,0.58,male,Greyhound Mix,2019-07-01,2019-08-02,2019-10-19,striped,short,medium,yes,yes,flat,0.9493686189807867,6,Puppy
163,2864,0,5.17,male,"Golden Retriever, Labrador Retriever Mix",2019-04-11,2019-04-11,2019-10-11,yellow,short,large,unknow,no,unknow,0.10542299566940663,1,Young
164,1027,0,0.58,male,Greyhound Mix,2019-07-01,2019-08-01,2019-10-19,striped,short,medium,yes,yes,flat,0.9493686189807867,6,Puppy
165,4451,0,1.17,female,Unknown Mix,2019-09-20,2019-09-20,2019-10-18,brown and white,short,medium,yes,yes,both flat and garden,0.9680255711077699,8,Puppy
166,2868,0,7.17,female,Golden Retriever,2019-10-08,2019-10-08,2019-10-11,golden,medium,large,unknow,no,unknow,0.28205186162591706,2,Young
167,1749,0,0.25,female,"German Shepherd Dog, Staffordshire Terrier Mix",2019-10-15,2019-10-15,2019-10-15,yellow-brown,short,medium,no,yes,both flat and garden,0.9828692451886144,10,Puppy
168,4457,0,1.17,female,Unknown Mix,2019-09-21,2019-09-21,2019-10-18,apricot,short,medium,yes,yes,both flat and garden,0.9105748631725951,5,Puppy
169,2866,0,3.17,male,Labrador Retriever,2019-05-31,2019-05-31,2019-10-11,yellow,short,large,unknow,no,unknow,0.03315253790915829,1,Young
170,4455,0,3.0,female,Unknown Mix,2019-09-27,2019-09-27,2019-10-18,black and white,long,small,unknow,yes,both flat and garden,0.976415910907499,9,Young
171,1751,0,1.5,male,Unknown Mix,2019-10-16,2019-10-16,2019-10-16,gray,wirehaired,medium,yes,yes,both flat and garden,0.9809124514562042,9,Puppy
172,2867,0,1.17,female,Labrador Retriever,2019-06-01,2019-06-01,2019-10-11,yellow,short,medium,unknow,no,unknow,0.04727839651496871,1,Puppy
173,23679,1,4.08,male,Unknown Mix,2019-10-19,2019-11-03,2019-10-19,striped,short,large,no,no,unknow,0.03875092444768947,1,Young
174,1750,0,1.08,male,German Shepherd Dog Mix,2019-10-15,2019-10-15,2019-10-16,brown,short,medium,yes,yes,both flat and garden,0.9706084993743838,8,Puppy
175,23660,0,3.67,male,Staffordshire Terrier Mix,2019-10-11,2019-10-26,2019-10-12,brown and white,short,medium,no,no,unknow,0.24026246840149107,2,Young
176,4456,0,1.17,male,Unknown Mix,2019-09-21,2019-09-21,2019-10-18,black and brown,short,medium,unknow,yes,both flat and garden,0.9772733137117877,9,Puppy
