,ID,name,age,sex,breed,date_found,adoptable_from,posted,color,coat,size,neutered,likes_people,keep_in,prob_likes,labels,age_interval
337,3426,0,1.67,female,Unknown Mix,2019-04-09,2019-04-09,2019-05-18,white,short,medium,yes,yes,flat,0.9863713124589328,10,Puppy
338,136,0,8.5,male,Scotch Collie,2019-05-11,2019-05-11,2019-05-25,tricolor,long,medium,yes,yes,both flat and garden,0.9872620718827584,10,Young
339,23242,1,3.5,male,German Shepherd Dog Mix,2019-05-30,2019-06-14,2019-05-30,black,medium,medium,no,no,unknow,0.022715350174445172,1,Young
340,1079,0,0.83,female,Unknown Mix,2019-02-07,2019-02-07,2019-04-26,black,short,medium,unknow,yes,both flat and garden,0.9671202219416253,8,Puppy
341,1589,0,1.08,male,Siberian Husky Mix,2019-04-24,2019-04-24,2019-04-24,gray and white,short,medium,yes,yes,both flat and garden,0.9793732141962743,9,Puppy
342,23166,0,2.58,male,Unknown Mix,2019-05-07,2019-05-07,2019-05-07,yellow-brown,short,medium,no,no,unknow,0.2735605618344664,2,Puppy
343,904,0,11.17,female,Unknown Mix,2013-12-30,2013-11-20,2019-05-09,black,short,medium,no,yes,both flat and garden,0.8752836264271254,5,Old
344,871,0,11.75,female,Unknown Mix,2013-11-12,2013-12-20,2019-04-27,black,medium,medium,no,yes,both flat and garden,0.9081598877586613,5,Old
345,865,0,11.75,female,Unknown Mix,2013-10-13,2013-11-20,2019-04-13,saddle back,short,medium,yes,yes,both flat and garden,0.927237599416359,5,Old
346,512,0,2.58,male,Unknown Mix,2019-04-28,2019-04-28,2019-05-10,black,short,medium,yes,yes,unknow,0.34341293515313415,2,Puppy
347,23170,1,2.58,male,Unknown Mix,2019-05-08,2019-05-23,2019-05-08,yellow-brown,short,medium,no,no,unknow,0.024114407594548762,1,Puppy
348,864,0,10.33,female,Unknown Mix,2013-10-13,2013-11-20,2019-04-13,black and brown,short,small,unknow,yes,both flat and garden,0.9710007405335401,8,Middle_age
349,1169,0,2.58,male,Unknown Mix,2018-12-12,2018-12-12,2019-05-02,gray,long,medium,unknow,yes,flat,0.9704593736025614,8,Puppy
350,866,0,7.92,female,Unknown Mix,2013-10-13,2013-11-20,2019-04-13,black,medium,medium,yes,yes,unknow,0.719342513495523,4,Young
351,870,0,7.75,male,Puli Mix,2013-10-13,2013-11-20,2019-04-14,black,long,medium,no,yes,both flat and garden,0.9737106795220956,8,Young
352,873,0,9.17,male,Unknown Mix,2013-10-13,2013-12-20,2019-04-30,white,wirehaired,medium,no,yes,both flat and garden,0.9813461040823862,9,Middle_age
353,4303,0,1.58,female,German Shepherd Dog Mix,2019-05-11,2019-05-11,2019-05-11,brown,short,medium,yes,yes,both flat and garden,0.9448035376049536,6,Puppy
354,1592,0,1.75,male,Unknown Mix,2019-04-30,2019-05-02,2019-05-01,yellow-brown,medium,medium,yes,yes,garden,0.9549792947773595,7,Puppy
355,891,0,11.92,female,German Shepherd Dog Mix,2013-08-22,2013-10-05,2019-05-07,black and brown,short,medium,yes,yes,both flat and garden,0.9571329195243136,7,Old
356,510,0,3.58,male,Unknown Mix,2019-05-07,2019-05-07,2019-05-10,apricot,short,medium,unknow,yes,unknow,0.45483436128216875,3,Young
357,978,0,7.58,female,Greyhound Mix,2019-04-16,2019-04-30,2019-04-23,spotty,short,medium,yes,yes,flat,0.9478214327362791,6,Young
358,868,0,7.17,female,Dachshund Mix,2013-10-13,2013-11-20,2019-04-14,black,short,small,yes,yes,both flat and garden,0.9826721134886895,10,Young
359,23176,0,1.42,male,Unknown Mix,2019-05-11,2019-05-26,2019-05-11,black and tan,medium,medium,no,no,unknow,0.13117163738414012,1,Puppy
360,23098,1,1.67,male,German Shepherd Dog Mix,2019-04-01,2019-04-16,2019-04-03,striped,short,medium,no,no,unknow,0.06691028586948007,1,Puppy
361,863,0,11.92,male,Unknown Mix,2013-10-13,2013-11-03,2019-04-09,black,medium,medium,no,yes,both flat and garden,0.9563463016773164,7,Old
362,1569,0,9.75,female,Mastiff Mix,2019-03-15,2019-03-30,2019-03-15,black and white,short,large,unknow,yes,both flat and garden,0.9418340033829334,6,Middle_age
363,1585,0,1.67,male,"Bearded Collie, Labrador Retriever Mix",2019-04-08,2019-04-08,2019-04-08,black,short,small,yes,yes,both flat and garden,0.9876026282195239,10,Puppy
364,23107,1,2.67,male,Unknown Mix,2019-04-04,2019-04-04,2019-04-05,tricolor,short,medium,no,no,unknow,0.033268386202178216,1,Young
365,4270,0,1.92,male,Dachshund Mix,2019-01-10,2019-01-10,2019-03-25,white,short,small,unknow,yes,both flat and garden,0.9712364662734169,8,Puppy
366,974,0,4.0,male,Greyhound Mix,2019-04-01,2019-04-05,2019-04-04,yellow-brown,short,medium,yes,no,both flat and garden,0.9537349713816685,6,Young
367,4253,0,2.42,male,Unknown Mix,2017-10-18,2017-10-18,2019-03-16,brown and white,short,medium,yes,yes,both flat and garden,0.9853417204820051,10,Puppy
368,3411,0,3.67,male,Unknown Mix,2019-04-03,2019-04-27,2019-04-12,gray,medium,medium,yes,yes,garden,0.9663065662303006,7,Young
369,4269,0,1.0,male,Unknown Mix,2019-01-16,2019-01-16,2019-03-25,brown,short,medium,unknow,yes,both flat and garden,0.974819434106865,9,Puppy
370,3404,0,1.92,female,Unknown Mix,2019-03-19,2019-04-13,2019-03-24,yellow-brown,short,medium,yes,yes,both flat and garden,0.9711780276149202,8,Puppy
371,7859,0,11.67,male,Labrador Retriever,2019-04-10,2019-04-10,2019-04-10,black,medium,large,no,yes,garden,0.9625525490641322,7,Old
372,1077,0,4.75,female,Unknown Mix,2018-12-31,2018-12-31,2019-03-22,brown,short,medium,yes,yes,both flat and garden,0.9460791436151271,6,Young
373,504,0,4.67,male,German Shepherd Dog Mix,2019-03-01,2019-03-01,2019-03-19,brown,short,medium,no,no,unknow,0.04486212414200636,1,Young
374,971,0,0.92,male,"Greyhound, Hungarian Greyhound Mix",2019-11-05,2019-02-15,2019-03-22,brown and white,short,medium,yes,yes,both flat and garden,0.9880854524806191,10,Puppy
375,4267,0,5.83,female,Unknown Mix,2019-01-16,2019-01-16,2019-03-25,black and brown,short,medium,unknow,yes,both flat and garden,0.9566100800667033,7,Young
376,1571,0,4.58,male,"Australian Shepherd, Labrador Retriever Mix",2019-03-21,2019-03-21,2019-03-21,black,medium,medium,no,yes,both flat and garden,0.9903230631494788,10,Young
377,4264,0,1.5,male,Dachshund Mix,2019-01-10,2019-01-10,2019-03-25,apricot,short,small,unknow,yes,both flat and garden,0.975478121088312,9,Puppy
378,4265,0,1.42,female,Unknown Mix,2019-01-07,2019-01-07,2019-03-25,apricot,short,small,unknow,yes,both flat and garden,0.9767603655942345,9,Puppy
379,4277,0,1.83,male,Unknown Mix,2019-01-31,2019-01-31,2019-04-08,brown and white,short,medium,unknow,yes,both flat and garden,0.9921741510673813,10,Puppy
380,3367,0,2.25,female,Unknown Mix,2018-01-03,2018-01-03,2019-02-24,yellow-brown,wirehaired,large,yes,no,garden,0.20857475223670424,2,Puppy
381,23047,1,1.75,male,Unknown Mix,2019-02-26,2019-03-13,2019-03-02,black,medium,medium,no,no,unknow,0.018734017875243977,1,Puppy
382,856,0,1.42,female,"German Shepherd Dog, Hound Mix",2018-07-24,2019-02-24,2019-02-25,black and brown,short,medium,unknow,yes,both flat and garden,0.9873487620143908,10,Puppy
383,599,0,13.08,male,Yorkshire Terrier,2017-05-05,2017-05-05,2019-03-01,gray and white,medium,small,yes,yes,flat,0.9444053578624954,6,Old
384,3366,0,5.75,female,Unknown Mix,2018-02-28,2018-02-28,2019-02-24,black and brown,medium,large,yes,no,garden,0.37178252595847655,2,Young
385,3373,0,2.0,male,Unknown Mix,2018-12-26,2018-12-26,2019-02-24,black,short,large,unknow,no,garden,0.389025042994449,3,Puppy
386,1075,0,1.75,female,Unknown Mix,2019-02-07,2019-02-07,2019-03-09,brown,short,medium,unknow,yes,both flat and garden,0.956575135030997,7,Puppy
387,1566,0,4.75,male,"Belgian Malinois, German Shepherd Dog Mix",2019-03-09,2019-03-09,2019-03-09,yellow-brown,short,medium,yes,yes,both flat and garden,0.9914902300012415,10,Young
388,3399,0,1.08,female,Unknown Mix,2019-02-20,2019-02-20,2019-03-12,black and brown,short,medium,unknow,no,both flat and garden,0.8484417698761826,4,Puppy
389,3363,0,2.42,male,Unknown Mix,2018-07-26,2018-07-26,2019-02-24,yellow-brown,wirehaired,medium,yes,yes,garden,0.8435264068195127,4,Puppy
390,1073,0,1.75,female,Dachshund Mix,2019-02-07,2019-02-07,2019-03-06,brown and white,short,small,yes,yes,both flat and garden,0.9746912302136038,9,Puppy
391,857,0,1.42,male,Unknown Mix,2018-07-24,2019-02-24,2019-02-25,black and brown,short,medium,no,yes,both flat and garden,0.9786462973193412,9,Puppy
392,2414,0,5.08,male,Unknown Mix,2019-01-10,2019-01-10,2019-03-14,brown,medium,large,yes,yes,both flat and garden,0.9678484607720674,8,Young
393,4236,0,3.75,male,Unknown Mix,2019-02-23,2019-02-23,2019-03-04,apricot,short,small,unknow,yes,both flat and garden,0.9770856099244386,9,Young
394,1074,0,1.75,male,Dachshund Mix,2019-02-07,2019-02-07,2019-03-06,brown and white,short,small,yes,yes,both flat and garden,0.9652628496273656,7,Puppy
395,3365,0,8.92,female,Unknown Mix,2015-09-01,2015-09-01,2019-02-24,black,short,medium,yes,yes,garden,0.9310297308338967,5,Middle_age
396,3362,0,7.08,male,Puli Mix,2016-11-22,2016-11-22,2019-02-24,black,long,medium,yes,yes,garden,0.9425613413666892,6,Young
397,601,0,8.83,female,Terrier Mix,2017-12-12,2017-12-12,2019-03-01,gray and black,short,small,yes,yes,flat,0.9587451931597165,7,Middle_age
398,3375,0,6.0,male,Unknown Mix,2018-12-27,2019-03-30,2019-02-24,black,short,medium,unknow,yes,garden,0.9149270558771984,5,Young
399,3368,0,7.08,male,Unknown Mix,2014-10-01,2014-10-01,2019-02-24,gray,wirehaired,medium,yes,no,garden,0.9496221925199413,6,Young
400,582,0,3.92,female,English Cocker Spaniel Mix,2018-02-01,2018-02-01,2019-02-13,golden,long,medium,yes,no,unknow,0.07078799374554834,1,Young
401,575,0,9.25,male,Vizsla Mix,2016-10-01,2016-10-01,2019-02-13,golden,short,medium,yes,no,unknow,0.07633052762233386,1,Middle_age
402,584,0,4.08,female,Terrier Mix,2015-12-10,2015-12-10,2019-02-13,black and tan,wirehaired,medium,yes,no,unknow,0.11779144757465058,1,Young
403,587,0,3.25,female,English Cocker Spaniel Mix,2017-04-10,2017-04-10,2019-02-13,golden,long,medium,yes,no,unknow,0.07696794957317958,1,Young
404,4229,0,1.75,male,Unknown Mix,2019-02-15,2019-02-15,2019-02-22,black,short,medium,unknow,yes,both flat and garden,0.9733803565262934,8,Puppy
405,579,0,5.33,male,Terrier Mix,2016-08-02,2016-08-02,2019-02-13,gray,wirehaired,medium,yes,no,unknow,0.042065782189148866,1,Young
406,581,0,4.0,male,English Cocker Spaniel Mix,2016-10-01,2016-10-01,2019-02-13,saddle back,long,large,yes,no,unknow,0.03377907180844296,1,Young
407,589,0,9.92,male,"English Cocker Spaniel, Labrador Retriever Mix",2017-01-10,2017-01-10,2019-02-13,black,short,medium,yes,no,unknow,0.11639981567520455,1,Middle_age
408,588,0,4.25,male,English Cocker Spaniel Mix,2017-05-10,2017-05-10,2019-02-13,golden,long,large,yes,no,unknow,0.038895964813814896,1,Young
409,577,0,4.0,female,English Cocker Spaniel Mix,2018-01-18,2018-01-18,2019-02-13,black and tan,long,medium,yes,no,unknow,0.0352510117140575,1,Young
410,583,0,4.92,male,"English Cocker Spaniel, Terrier Mix",2016-10-01,2016-10-01,2019-02-13,golden,long,medium,yes,no,unknow,0.04919573120989833,1,Young
411,594,0,8.5,male,"Dachshund, English Cocker Spaniel Mix",2017-09-28,2017-09-28,2019-02-13,black and white,long,medium,yes,no,unknow,0.13404886936603538,1,Young
412,586,0,4.42,female,Labrador Retriever Mix,2016-05-10,2016-05-10,2019-02-13,black,short,medium,yes,yes,unknow,0.48069000572520904,3,Young
413,1067,0,4.92,female,Unknown Mix,2018-09-22,2018-09-22,2019-02-19,gray,short,small,yes,yes,both flat and garden,0.9780022865368337,9,Young
414,593,0,2.58,male,English Cocker Spaniel,2017-10-21,2017-10-21,2019-02-13,red and white,long,medium,yes,no,unknow,0.03097361915633767,1,Puppy
415,3359,0,2.25,male,Unknown Mix,2017-12-07,2017-12-07,2019-02-22,striped,wirehaired,medium,yes,yes,garden,0.950154034769924,6,Puppy
416,585,0,3.58,male,English Cocker Spaniel Mix,2017-12-16,2017-12-16,2019-02-13,saddle back,long,medium,yes,no,unknow,0.052488644686325574,1,Young
417,1069,0,1.75,female,Unknown Mix,2019-02-07,2019-02-07,2019-02-20,black and white,short,medium,yes,yes,both flat and garden,0.935570726281528,6,Puppy
418,590,0,9.58,female,English Cocker Spaniel,2018-05-02,2018-05-02,2019-02-13,golden,long,medium,yes,yes,unknow,0.30746181180639803,2,Middle_age
419,573,0,4.92,female,"Golden Retriever, Terrier Mix",2017-12-10,2017-12-10,2019-02-13,apricot,short,medium,yes,yes,unknow,0.47322048159826946,3,Young
420,554,0,5.92,male,English Cocker Spaniel Mix,2017-01-10,2017-01-10,2019-02-13,black,long,medium,yes,no,unknow,0.09513729551779328,1,Young
421,568,0,7.25,male,English Cocker Spaniel Mix,2018-02-12,2018-02-12,2019-02-13,black,long,large,yes,no,unknow,0.10158201174683296,1,Young
422,565,0,4.92,male,"Rottweiler, Transylvanian Hound Mix",2017-06-01,2017-06-01,2019-02-13,black and tan,short,medium,yes,no,unknow,0.03356907708589489,1,Young
423,561,0,4.5,male,"English Cocker Spaniel, Vizsla Mix",2016-12-10,2016-12-10,2019-02-13,black,short,medium,yes,no,unknow,0.09170544645220116,1,Young
424,558,0,7.58,female,Unknown Mix,2017-12-10,2017-12-10,2019-02-13,apricot,long,medium,yes,no,unknow,0.15260143695939268,2,Young
425,567,0,11.08,female,Unknown Mix,2018-01-26,2018-01-26,2019-02-13,black,long,large,yes,no,unknow,0.16575814360336089,2,Old
426,569,0,7.25,male,English Cocker Spaniel,2017-10-17,2017-10-17,2019-02-13,golden,long,medium,yes,no,unknow,0.06054478888570218,1,Young
427,562,0,5.5,male,English Cocker Spaniel Mix,2017-07-10,2017-07-10,2019-02-13,black and tan,long,medium,yes,no,unknow,0.027379140140668532,1,Young
428,566,0,6.67,male,English Cocker Spaniel,2018-01-17,2018-01-17,2019-02-13,golden,long,medium,yes,no,unknow,0.05389556067003855,1,Young
429,556,0,4.33,female,"English Cocker Spaniel, Spitz Mix",2016-12-20,2016-12-20,2019-02-13,black,long,small,yes,no,unknow,0.07858916701366832,1,Young
430,563,0,6.92,male,English Cocker Spaniel,2015-10-01,2015-10-01,2019-02-13,golden,long,medium,yes,no,unknow,0.05324238735353507,1,Young
431,557,0,8.25,male,English Cocker Spaniel,2017-09-01,2017-09-01,2019-02-13,golden,long,medium,yes,no,unknow,0.07905353360551645,1,Young
432,551,0,4.33,male,Puli Mix,2016-07-02,2016-07-02,2019-02-13,black,long,medium,yes,no,unknow,0.06268432773411933,1,Young
433,555,0,3.0,male,Unknown Mix,2017-05-15,2017-05-15,2019-02-13,black,long,medium,yes,no,unknow,0.12202801136531134,1,Young
434,550,0,4.33,male,Unknown Mix,2016-07-30,2016-07-30,2019-02-12,brown,long,medium,yes,no,unknow,0.1037500841011535,1,Young
435,552,0,4.75,male,"Dachshund, English Cocker Spaniel Mix",2017-01-20,2017-01-20,2019-02-13,saddle back,long,small,yes,no,unknow,0.027131825731774764,1,Young
436,559,0,5.92,female,"English Cocker Spaniel, Spitz Mix",2017-12-10,2017-12-10,2019-02-13,apricot,long,medium,yes,no,unknow,0.20190902656526707,2,Young
437,549,0,4.0,male,Border Collie Mix,2017-12-20,2017-12-20,2019-02-12,brown and white,long,medium,yes,no,unknow,0.1394049432112869,1,Young
438,553,0,11.58,male,English Cocker Spaniel,2017-02-10,2017-02-10,2019-02-13,golden,long,medium,yes,no,unknow,0.045524444320608246,1,Old
439,560,0,8.33,male,Unknown Mix,2015-10-10,2015-10-10,2019-02-13,black,long,small,yes,no,unknow,0.09131291301974165,1,Young
440,4210,0,4.83,male,Staffordshire Terrier Mix,2019-01-21,2019-01-21,2019-01-27,brown and white,short,medium,unknow,yes,both flat and garden,0.9842051114912095,10,Young
441,544,0,2.25,female,"Akita, Boxer Mix",2017-08-19,2017-08-19,2019-02-12,dotted,short,large,yes,no,unknow,0.14309137094724816,2,Puppy
442,4208,0,1.75,male,Unknown Mix,2019-01-14,2019-01-14,2019-01-27,apricot,short,medium,unknow,yes,both flat and garden,0.962347933110134,7,Puppy
443,4204,0,1.0,male,Unknown Mix,2019-01-25,2019-01-25,2019-01-27,white,short,small,unknow,yes,both flat and garden,0.9926398570020123,10,Puppy
444,2412,0,9.17,female,Rottweiler Mix,2018-11-15,2018-11-15,2019-02-10,black and brown,short,medium,yes,yes,both flat and garden,0.9861854600641091,10,Middle_age
445,22981,1,1.83,female,Unknown Mix,2019-01-31,2019-02-15,2019-02-01,black,short,medium,no,no,unknow,0.0734219783510805,1,Puppy
446,4225,0,6.25,male,Unknown Mix,2019-01-30,2019-01-30,2019-02-09,black and brown,short,medium,yes,yes,both flat and garden,0.984381445388139,10,Young
447,1167,0,4.67,male,Dachshund,2018-03-03,2018-03-03,2019-01-25,black and tan,short,small,yes,yes,flat,0.9538072331876776,6,Young
448,546,0,11.17,male,English Cocker Spaniel,2017-06-01,2017-06-01,2019-02-12,golden,long,medium,yes,no,unknow,0.041491510508034145,1,Old
449,42,0,6.83,female,Bolognese Mix,2018-06-20,2018-06-20,2019-01-31,white,long,small,yes,yes,flat,0.9653320840021277,7,Young
450,547,0,7.67,female,English Cocker Spaniel,2017-03-03,2017-03-03,2019-02-12,golden,long,small,yes,yes,unknow,0.710184113109017,3,Young
451,540,0,3.33,female,Akita Mix,2017-08-09,2017-08-09,2019-02-12,white,long,medium,yes,yes,unknow,0.5027307161513714,3,Young
452,542,0,9.25,male,English Cocker Spaniel,2016-10-01,2016-10-01,2019-02-12,golden,long,medium,yes,no,unknow,0.05302936198056218,1,Middle_age
453,541,0,2.75,male,"Akita, Labrador Retriever Mix",2017-08-09,2017-08-09,2019-02-12,dotted,medium,large,yes,no,unknow,0.09009436414492841,1,Young
454,2408,0,1.83,male,Unknown Mix,2018-10-15,2018-10-15,2019-02-05,brown and white,short,small,yes,yes,both flat and garden,0.9770907040861077,9,Puppy
455,3345,0,9.92,male,Vizsla Mix,2019-01-12,2019-01-12,2019-01-30,brown,short,medium,unknow,yes,garden,0.9485492023616622,6,Middle_age
456,543,0,2.25,male,"Akita, Boxer Mix",2017-08-19,2017-08-19,2019-02-12,striped,short,large,yes,no,unknow,0.057962644373760516,1,Puppy
457,319,0,7.83,male,Labrador Retriever Mix,2019-01-01,2019-01-01,2019-01-18,black,short,large,yes,yes,both flat and garden,0.978300081431234,9,Young
458,7838,0,2.25,male,"German Shepherd Dog, Greyhound Mix",2019-01-16,2019-01-17,2019-01-16,black and tan,short,medium,yes,yes,both flat and garden,0.9803849052992224,9,Puppy
459,4193,0,8.92,female,Unknown Mix,2019-01-10,2019-01-10,2019-01-16,brown,short,medium,yes,yes,both flat and garden,0.9044504032887378,5,Middle_age
460,852,0,8.92,male,Chihuahua Mix,2014-06-05,2014-07-15,2018-11-29,yellow-brown,short,small,no,yes,flat,0.979314721131488,9,Middle_age
461,3320,0,2.0,female,Unknown Mix,2018-12-05,2019-01-05,2019-01-03,black,short,medium,yes,yes,both flat and garden,0.9489925674229134,6,Puppy
462,851,0,3.92,female,Dachshund Mix,2017-07-08,2017-08-08,2018-11-29,black and brown,short,medium,yes,yes,flat,0.9551834031255778,7,Young
463,1060,0,7.08,female,Staffordshire Terrier Mix,2016-08-10,2016-08-10,2018-12-12,striped,short,medium,yes,yes,both flat and garden,0.9815518145923771,9,Young
464,318,0,5.17,female,Akita,2018-12-23,2018-12-23,2018-12-27,brown and white,medium,large,yes,yes,garden,0.942325951631314,6,Young
465,666,0,8.42,male,"German Shepherd Dog, Siberian Husky Mix",2018-12-03,2018-12-03,2018-12-10,tricolor,medium,medium,yes,yes,both flat and garden,0.9733991063280641,8,Young
466,2406,0,1.92,female,Unknown Mix,2018-10-15,2018-10-15,2019-01-13,apricot,short,large,yes,yes,both flat and garden,0.8764346312194425,5,Puppy
467,1063,0,1.92,male,Unknown Mix,2018-12-01,2018-12-01,2018-12-21,black and tan,short,medium,unknow,yes,both flat and garden,0.9599777744787878,7,Puppy
468,3325,0,1.08,male,Unknown Mix,2019-07-04,2019-07-04,2019-01-03,yellow-brown,short,small,unknow,yes,both flat and garden,0.9877241163122011,10,Puppy
469,4186,0,1.67,female,Staffordshire Terrier Mix,2018-12-15,2018-12-15,2019-01-11,apricot,short,medium,yes,yes,both flat and garden,0.9831935041493468,10,Puppy
470,4168,0,12.92,male,German Shepherd Dog Mix,2018-12-29,2018-12-29,2018-12-30,black and brown,short,medium,unknow,no,both flat and garden,0.4715686625955638,3,Old
471,1057,0,3.42,female,Unknown Mix,2018-02-05,2018-02-05,2018-12-03,brown and white,short,medium,yes,yes,both flat and garden,0.9667498089091274,8,Young
472,22876,0,4.0,male,Unknown Mix,2018-11-30,2018-11-30,2018-12-06,brown,medium,small,yes,no,unknow,0.07328949610086478,1,Young
473,1534,0,1.0,male,Schnauzer Mix,2019-01-15,2019-06-29,2019-01-15,black,wirehaired,medium,yes,yes,both flat and garden,0.9784763815945655,9,Puppy
474,1061,0,6.67,male,"Caucasian Ovtcharka, German Shepherd Dog Mix",2016-08-10,2016-08-10,2018-12-12,brown,short,large,yes,yes,garden,0.9336894424903067,5,Young
475,950,0,2.17,male,Greyhound Mix,2018-08-25,2018-09-01,2018-12-03,black and brown,medium,medium,yes,yes,both flat and garden,0.9524355962618947,6,Puppy
476,4154,0,2.0,female,Chinese Shar-Pei Mix,2018-12-04,2018-12-04,2018-12-14,apricot,short,medium,yes,yes,both flat and garden,0.9557220506326451,7,Puppy
477,1526,0,5.67,female,"Dachshund, Labrador Retriever Mix",2018-12-17,2018-12-17,2018-12-19,black,short,medium,unknow,yes,both flat and garden,0.987904180254207,10,Young
478,4179,0,2.5,male,Chinese Shar-Pei Mix,2018-12-20,2018-12-20,2019-01-05,apricot,short,medium,unknow,yes,both flat and garden,0.9892915215359149,10,Puppy
479,22935,0,1.5,male,Unknown Mix,2019-01-11,2019-01-11,2019-01-11,saddle back,short,medium,yes,no,unknow,0.061830778768017194,1,Puppy
480,335,0,4.92,male,Bull Terrier Mix,2018-07-07,2018-07-07,2018-10-20,apricot,short,medium,yes,no,unknow,0.05979048042410344,1,Young
481,3304,0,1.58,male,Unknown Mix,2018-11-10,2018-12-01,2018-11-23,black and white,short,medium,unknow,yes,both flat and garden,0.9786942077868919,9,Puppy
482,22849,0,9.0,male,Unknown Mix,2018-11-21,2018-12-06,2018-11-21,black and white,short,medium,yes,no,unknow,0.052520638652036024,1,Middle_age
483,4088,0,2.17,female,Staffordshire Terrier Mix,2018-09-20,2018-09-20,2018-10-08,striped,short,medium,yes,yes,both flat and garden,0.9870744519994137,10,Puppy
484,850,0,7.83,male,Unknown Mix,2017-07-08,2017-08-08,2018-11-29,yellow-brown,short,medium,no,yes,flat,0.9940452075215181,10,Young
485,331,0,4.92,male,Bull Terrier Mix,2017-09-10,2017-09-10,2018-09-29,apricot,short,medium,yes,no,unknow,0.05979048042410344,1,Young
486,3292,0,2.08,female,Unknown Mix,2018-08-08,2018-08-08,2018-09-30,brown and white,short,medium,yes,yes,both flat and garden,0.9677156132536385,8,Puppy
487,336,0,2.67,male,Unknown Mix,2017-09-10,2017-09-10,2018-10-20,apricot,short,medium,yes,no,unknow,0.028759576115789217,1,Young
488,589,0,9.5,male,Beagle Mix,2016-07-07,2016-07-07,2018-10-02,saddle back,short,small,yes,yes,flat,0.9805374603050183,9,Middle_age
489,334,0,3.5,female,Unknown Mix,2017-09-10,2017-09-10,2018-09-29,apricot,short,medium,yes,no,unknow,0.11081055901167301,1,Young
490,3313,0,3.08,female,Unknown Mix,2018-11-04,2018-12-15,2018-11-28,black,wirehaired,large,unknow,yes,garden,0.8359264258139948,4,Young
491,332,0,2.67,male,Unknown Mix,2017-09-10,2017-09-10,2018-09-29,apricot,short,medium,yes,no,unknow,0.028759576115789217,1,Young
492,1507,0,7.5,male,American Bulldog Mix,2018-09-11,2018-09-11,2018-11-02,white,short,medium,yes,yes,both flat and garden,0.9819715055613937,10,Young
493,1491,0,3.58,male,French Bulldog,2018-09-27,2018-09-27,2018-09-29,black and white,short,small,yes,yes,flat,0.980862924802259,9,Young
494,337,0,3.58,female,Unknown Mix,2017-09-10,2017-09-10,2018-10-20,apricot,short,medium,yes,no,unknow,0.11157556136282835,1,Young
495,1516,0,4.0,female,German Shepherd Dog Mix,2018-11-12,2018-11-12,2018-11-19,saddle back,short,medium,yes,yes,both flat and garden,0.985487292834252,10,Young
496,1501,0,1.33,female,"Fox Terrier, Staffordshire Terrier Mix",2018-10-03,2018-10-23,2018-10-23,black,short,medium,yes,yes,flat,0.9806890847534322,9,Puppy
497,22835,1,2.5,male,Unknown Mix,2018-11-18,2018-12-03,2018-11-18,black,short,medium,no,no,unknow,0.05166346215073542,1,Puppy
498,1500,0,1.33,female,"Fox Terrier, Staffordshire Terrier Mix",2018-10-03,2018-10-23,2018-10-23,black,short,medium,yes,yes,flat,0.9806890847534322,9,Puppy
499,4096,0,2.5,male,Unknown Mix,2018-04-12,2018-04-12,2018-10-13,apricot,short,medium,unknow,yes,flat,0.9715238789656833,8,Puppy
500,840,0,9.58,male,Dachshund Mix,2018-05-14,2018-05-18,2018-09-22,yellow-brown,short,small,no,yes,flat,0.970055566115704,8,Middle_age
501,841,0,13.5,male,Dachshund Mix,2017-04-18,2017-06-18,2018-09-22,yellow-brown,short,small,no,yes,both flat and garden,0.9594136725576492,7,Old
502,1045,0,1.5,female,Dachshund Mix,2018-05-29,2018-05-29,2018-08-25,black and white,short,small,yes,yes,both flat and garden,0.9786653699669194,9,Puppy
503,2398,0,5.33,male,Unknown Mix,2017-08-17,2017-08-17,2018-09-05,yellow,short,medium,yes,yes,both flat and garden,0.9816511327835679,9,Young
504,916,0,3.25,female,Greyhound,2018-09-16,2018-09-18,2018-09-18,black and white,short,medium,yes,yes,flat,0.9810862379121127,9,Young
505,656,0,3.75,male,Schnauzer Mix,2018-01-31,2018-01-31,2018-08-24,black,medium,medium,yes,yes,both flat and garden,0.9888770356922145,10,Young
506,2399,0,5.83,female,Unknown Mix,2017-08-17,2017-08-17,2018-09-05,black and brown,short,medium,yes,yes,both flat and garden,0.9666949161188391,8,Young
507,254,0,2.92,female,Unknown Mix,2018-05-01,2018-08-23,2018-08-23,yellow-brown,short,small,yes,yes,both flat and garden,0.9758173876877808,9,Young
508,1142,0,5.5,male,German Dog,2016-05-05,2016-05-05,2018-09-28,black and white,short,large,unknow,yes,flat,0.9896229674128827,10,Young
509,1477,0,2.25,male,German Shepherd Dog Mix,2018-08-15,2018-08-15,2018-08-23,striped,short,medium,yes,yes,both flat and garden,0.984198790214418,10,Puppy
510,1047,0,2.75,female,Dachshund Mix,2018-08-16,2018-08-16,2018-08-27,brown,short,small,yes,yes,both flat and garden,0.9720681314255614,8,Young
511,1051,0,1.33,male,Unknown Mix,2018-07-21,2018-07-21,2018-09-22,black,short,small,yes,yes,both flat and garden,0.9745949407923877,8,Puppy
512,251,0,2.92,female,German Shepherd Dog Mix,2018-04-01,2018-08-23,2018-08-23,saddle back,short,large,yes,yes,garden,0.939171984560704,6,Young
513,2403,0,4.67,female,German Shepherd Dog Mix,2017-12-13,2017-12-13,2018-09-19,sable,short,medium,yes,yes,both flat and garden,0.9790054845621178,9,Young
